,_record_id,_title,_server_updated_at,_created_by,_updated_by,_geometry,_latitude,_longitude,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,number_of_operators,refrigerated_truck,type_of_cargo,picture_of_the_parked_freight_vehicle,departure_of_the_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,number_of_available_trolleys,serving_customer,garage_blocking,accident,describe_the_accident,noise,traffic_congestion,maximum_number_of_vehicles_in_the_traffic_jam
166,ff5247f2-c585-4186-b053-2110d9c91ee8,"37–38 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 20:03:58 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2625677774 19.0356715777),19.0356715777,-98.2625677774,13:55,Sm29694,5,Sales & delivery,Light truck or Van,1,no,Nonfood,1 Photo,14:03,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
167,e2ebbe77-82e7-42ef-a00f-31447cc4fd97,"38B Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:35 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2624759132 19.0357673722),19.0357673722,-98.2624759132,13:49,Sp19719,5,Delivery,Light truck or Van,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,13:55,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
168,7a5ee078-77dc-4ae3-bb34-a3ea51498a8e,"51 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:34 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2628961378 19.0350535564),19.0350535564,-98.2628961378,13:25,Sp17204,5,Delivery,Pick-up,2,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,13:41,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
169,37ab2566-b109-4fe1-b746-c39b26128686,"703 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:33 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2628400234 19.0340166363),19.0340166363,-98.2628400234,13:31,Nv5303a,Pepsi,Delivery,Light truck or Van,3,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,13:41,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
170,a320db7e-7291-4edc-a2d1-ba652932156b,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:33 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2635409444 19.034514549),19.034514549,-98.2635409444,13:21,Xx7123a,5,Delivery,Pick-up,1,no,"Paper Goods (paper towels, toilet paper, etc.),Personal care (shampoo, soap, etc.)",1 Photo,13:28,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
171,a4a324db-66a0-44b5-8173-00ec7a3f1cd4,"4403 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:32 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2639964957 19.0345860549),19.0345860549,-98.2639964957,10:30,Sp01608,EpurA,Delivery,Light truck or Van,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,10:30,Double lane,no,no,Side,0,4.0,yes,no,2.0,no,no,3.0
172,c808dd05-935b-4886-a9ee-68423df95168,"1409 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:32 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2641675045 19.0345795332),19.0345795332,-98.2641675045,13:00,Nwj8241,5,Delivery,Pick-up,1,no,Tlapalería ,1 Photo,13:07,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
173,c09a34b6-013e-4019-b413-3e25a1bfe042,"4138–4183 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:31 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2665773949 19.0351433435),19.0351433435,-98.2665773949,12:50,Sp21948,5,Sales & delivery,Light truck or Van,1,no,"Personal care (shampoo, soap, etc.)",1 Photo,12:57,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
174,0341e783-eb96-4f77-8629-04289dba411c,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:30 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2677415465 19.0354752905),19.0354752905,-98.2677415465,12:40,Sn75443,5,Delivery,Light truck or Van,1,no,Papelería ,1 Photo,12:52,Public parking lot,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
175,2b0e047a-b369-4837-89ea-dc2ee2683bb3,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:30 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2673591003 19.0352303319),19.0352303319,-98.2673591003,12:35,Trx8426,5,Sales & delivery,Automobile,1,no,"Alcoholic beverages (beer, liquor, etc.)",1 Photo,12:48,Street - next to the curbside,no,no,Rear,0,4.0,no,no,2.0,no,yes,3.0
176,4b60fdac-1b7e-4fa4-bc52-165984631f40,"4002 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:29 UTC,María Pedraza,María Pedraza,SRID=4326;POINT(-98.2667092728 19.0352613585),19.0352613585,-98.2667092728,12:30,Ajf942A,5,Delivery,SUV,2,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,12:44,Street - next to the curbside,yes,no,Rear,0,4.0,no,no,2.0,no,yes,3.0
177,21b558f1-9d59-4f81-a89f-0024864c8120,"37–38 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:10 UTC,Carol Cázares,Carol Cázares,SRID=4326;POINT(-98.2625598689 19.0356709219),19.0356709219,-98.2625598689,13:54,LF48486,5,Delivery,Light truck or Van,2,yes,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,13:54,Street - next to the curbside,no,yes,Rear,1,4.0,no,no,2.0,no,no,3.0
178,20d7fb07-39ae-4bf0-9edf-1781d965a52f,"38B Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:09 UTC,Carol Cázares,Carol Cázares,SRID=4326;POINT(-98.2623923198 19.0356522985),19.0356522985,-98.2623923198,13:42,SP17065,5,Delivery,Pick-up,1,no,Nonfood,1 Photo,13:42,Street - next to the curbside,no,no,Rear,2,4.0,no,no,2.0,no,no,3.0
179,7afa0159-f5aa-4e85-9403-220ec8781e1c,"4410 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:09 UTC,Carol Cázares,Carol Cázares,SRID=4326;POINT(-98.2631015965 19.0343777044),19.0343777044,-98.2631015965,13:38,SN64989,5,Sales & delivery,Light truck or Van,2,yes,"Meat (beef, poultry, pork, seafood, etc.),Other",1 Photo,13:40,Dedicated unloading area (Bay),yes,yes,Rear,2,4.0,no,no,2.0,no,no,3.0
180,fa6524ba-5644-46a2-8e12-87e92cbb16a6,"4410 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:08 UTC,Carol Cázares,Carol Cázares,SRID=4326;POINT(-98.2630814799 19.0343920374),19.0343920374,-98.2630814799,13:34,SN56453,5,Delivery,Pick-up,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,13:36,Street - next to the curbside,no,yes,Side,2,4.0,no,no,2.0,no,no,3.0
181,c05e7597-d89f-45c9-ab54-b5664ae5e4aa,"4410 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:08 UTC,Carol Cázares,Carol Cázares,SRID=4326;POINT(-98.2633591724 19.0343689453),19.0343689453,-98.2633591724,13:31,SN45694,5,Sales & delivery,Pick-up,1,no,Produce (fruits & vegetables),1 Photo,13:31,Street - next to the curbside,no,no,Rear,1,4.0,yes,no,2.0,no,no,3.0
182,383d2608-f4e2-4b5e-8ffe-39ba0b3b7925,"4406A Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:08 UTC,Carol Cázares,Carol Cázares,SRID=4326;POINT(-98.2651511394 19.0346141998),19.0346141998,-98.2651511394,12:58,SN64573,5,Sales & delivery,Pick-up,1,yes,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,12:58,Street - next to the curbside,no,yes,Rear,1,4.0,yes,no,2.0,no,no,3.0
183,0bbc0165-52b0-4cdb-877c-1a7bc6002e97,"4406 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:07 UTC,Carol Cázares,Carol Cázares,SRID=4326;POINT(-98.2655785544 19.0347939344),19.0347939344,-98.2655785544,12:55,TYV935A,5,Delivery,Automobile,1,no,"Paper Goods (paper towels, toilet paper, etc.)",1 Photo,12:56,Street - next to the curbside,no,no,Side,1,4.0,no,yes,2.0,no,no,3.0
184,54c9871b-2aad-4731-8da6-415a7955cd28,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:07 UTC,Carol Cázares,Carol Cázares,SRID=4326;POINT(-98.2678260562 19.035474225),19.035474225,-98.2678260562,12:47,UNL502A,5,Delivery,Automobile,1,no,"Alcoholic beverages (beer, liquor, etc.)",1 Photo,12:48,Store's garage,no,no,Rear,3,4.0,no,no,2.0,yes,no,3.0
185,09ee2b22-0bcf-413a-80a1-d6d1faf1697e,"San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-10 19:59:06 UTC,Carol Cázares,Carol Cázares,SRID=4326;POINT(-98.2667690982 19.0353028989),19.0353028989,-98.2667690982,12:42,NZN8789,5,Sales & delivery,Automobile,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,12:45,Street - next to the curbside,no,no,Side,2,4.0,no,no,2.0,no,no,3.0
186,8afaf0f0-7de8-457c-b165-a36b53363c66,"605 Avenida 5 Oriente
Puebla PUE 72000
MX",2022-11-10 18:03:47 UTC,Emilio Garza,Emilio Garza,SRID=4326;POINT(-98.1953289013 19.0405816752),19.0405816752,-98.1953289013,11:50,Tuv109a,Coca cola ,Sales (usually small car or motorcycle),Automobile,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,12:02,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
187,01ca43a6-1a2e-49f5-b949-749c89263d3b,"414 Avenida 2 Oriente
Puebla PUE 72000
MX",2022-11-10 17:57:09 UTC,Emilio Garza,Emilio Garza,SRID=4326;POINT(-98.1938831401 19.0430459701),19.0430459701,-98.1938831401,10:25,XE-9923-ª,no ,Delivery,Pick-up,1,no,Nonfood,1 Photo,10:28,Street - next to the curbside,yes,no,Rear,0,4.0,no,no,2.0,no,no,3.0
188,e3de2e0f-79f4-4698-a6e4-064aa921a5fb,"102 Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72070
MX",2022-11-10 17:36:58 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2743124083 18.9992696699),18.9992696699,-98.2743124083,11:30,LE-49-828,Bonafont ,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,12:00,Street - next to the curbside,yes,no,Side,0,1.0,no,no,2.0,no,no,3.0
189,75037107-c676-446a-ba1d-ab04881a6f67,"102 Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72070
MX",2022-11-10 17:36:34 UTC,José López,José López,SRID=4326;POINT(-98.2740617731 18.9994229889),18.9994229889,-98.2740617731,11:32,SP-12-917,Factory Blinds ,Delivery,Light truck or Van,1,no,Curtains and blinds ,1 Photo,11:50,Public parking lot,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
190,3b3b959a-bc54-4825-8d79-f8e957a0355b,"Boulevard los Reyes
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:26:24 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2656696569 19.0061102975),19.0061102975,-98.2656696569,11:30,SK-79-911,Coca-cola,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,11:45,Street - next to the curbside,yes,no,Side,1,1.0,yes,no,2.0,yes,no,3.0
191,1464422d-78c5-4cfa-afa6-5bf569e882d2,"6432 9 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:22:47 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2656102226 19.0059181653),19.0059181653,-98.2656102226,11:25,SI-79-791,Lyncott,Delivery,Heavy duty truck,2,no,"Dairy (milk, cheese, etc.)",1 Photo,11:43,Street - next to the curbside,no,no,Rear,1,1.0,no,no,2.0,no,no,3.0
192,98008626-eea4-4f9a-ab80-de6e7c716207,"Boulevard los Reyes
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:21:59 UTC,José López,José López,SRID=4326;POINT(-98.2656470128 19.0060885297),19.0060885297,-98.2656470128,11:18,SUD-88-59,Maruchan,Delivery,Light truck or Van,2,no,Pasta ,1 Photo,11:40,Public parking lot,no,no,Rear,1,1.0,no,no,2.0,no,no,3.0
193,897dd608-be28-4337-b503-5dc70df1e2de,"47 Calle Rincón de Londrés
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:12:13 UTC,José López,José López,SRID=4326;POINT(-98.2664863187 19.0041055733),19.0041055733,-98.2664863187,11:08,SP-35-196,Barcel,Delivery,Light truck or Van,2,no,Snacks ,1 Photo,11:40,Public parking lot,no,no,Side,1,1.0,no,no,2.0,no,no,3.0
194,d53e75b4-8ee0-4fa1-9afc-aa6a595f2c4e,"5509 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:07:36 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2665055835 19.0040782142),19.0040782142,-98.2665055835,11:30,SN-24-270,La postrería,Delivery,Light truck or Van,1,yes,"Bakery (bread, cookies, cakes, etc.),Other",1 Photo,11:48,Street - next to the curbside,yes,no,Rear,0,4.0,yes,no,2.0,no,no,3.0
195,fc071255-4719-452d-9a71-dc93303e5891,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:07:23 UTC,Mariana Sáenz Gómez Ortigoza,José López,SRID=4326;POINT(-98.2748194505 18.9995542997),18.9995542997,-98.2748194505,11:05,NW-5910-B,Clínica Veterinaria Angelopolis,Delivery,Light truck or Van,2,no,Pets,1 Photo,11:55,Public parking lot,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
196,f9dd984b-722a-4c26-aaef-d8ad2dff57b6,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:06:39 UTC,José López,José López,SRID=4326;POINT(-98.2662116407 19.0045138808),19.0045138808,-98.2662116407,10:40,SN-62-925,Corporativo Industrial ,Delivery,Light truck or Van,1,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,11:00,Public parking lot,no,no,Rear,1,1.0,no,no,2.0,no,no,3.0
197,94b03890-ef1b-4e87-bf0d-42bb64babb73,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:02:34 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.266176348 19.0045315432),19.0045315432,-98.266176348,10:55,SN-26-707,La Medina,Delivery,Light truck or Van,1,no,"Personal care (shampoo, soap, etc.)",1 Photo,11:28,Public parking lot,no,no,Side,1,1.0,no,no,2.0,no,no,3.0
198,0494e54e-1037-4788-9e37-b6bab949011b,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 17:01:55 UTC,José López,José López,SRID=4326;POINT(-98.2661956084 19.0044549387),19.0044549387,-98.2661956084,10:58,LE-98-646,LALA,Delivery,Heavy duty truck,2,yes,"Dairy (milk, cheese, etc.)",1 Photo,11:21,Street - next to the curbside,no,no,Side,1,1.0,no,no,2.0,no,yes,3.0
199,49b79862-d297-4391-bc6e-3e6d8b32d54a,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:48:45 UTC,José López,José López,SRID=4326;POINT(-98.2748213411 18.9995738631),18.9995738631,-98.2748213411,10:47,SP-14-383,Voila ,Delivery,Light truck or Van,1,no,"Dairy (milk, cheese, etc.),Other",1 Photo,11:34,Public parking lot,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
200,7e301ca0-760e-4dbc-bd53-626e4447fb89,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:41:18 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2719573354 19.0018587687),19.0018587687,-98.2719573354,09:15,SP-07-568,Tintosmart ,Delivery,Light truck or Van,1,no,Clothes ,1 Photo,11:25,Public parking lot,no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
201,be7db0e0-83ad-4486-aa8f-7d31402c2b92,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:38:32 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2719351122 19.001804982),19.001804982,-98.2719351122,10:45,30ARU9,Abastessen ,Delivery,Light truck or Van,1,no,"Meat (beef, poultry, pork, seafood, etc.)",1 Photo,11:17,Public parking lot,no,no,Rear,1,1.0,no,no,2.0,no,no,3.0
202,27bd6132-61df-496d-b780-9db89359dfc8,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:37:34 UTC,José López,José López,SRID=4326;POINT(-98.2718366883 19.0017792847),19.0017792847,-98.2718366883,10:34,TMK-54-66,La central ,Delivery,Light truck or Van,2,no,Produce (fruits & vegetables),1 Photo,11:00,Public parking lot,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
203,e648abf8-df90-46a2-af06-ee5d9662078d,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:25:35 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2671270711 19.0054323353),19.0054323353,-98.2671270711,10:30,UCU-271-A,5,Delivery,Automobile,1,no,Produce (fruits & vegetables),1 Photo,10:48,Street - next to the curbside,no,no,Side,0,1.0,no,no,2.0,no,no,3.0
204,cfb746bd-5e38-4361-9f45-be1af04f11da,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:20:02 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2675894663 19.005672101),19.005672101,-98.2675894663,09:30,SM-71-921,Tripoli ,Delivery,Light truck or Van,2,no,Food ,2 Photos,10:15,Public parking lot,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
205,bdd67e61-886a-45ca-ad5c-2422505548ae,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:16:44 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.2676078903 19.0056275995),19.0056275995,-98.2676078903,09:25,SL-32-364,La Concordia ,Delivery,Heavy duty truck,2,no,Decorations,1 Photo,11:00,Public parking lot,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
206,a626a0df-ca03-4bc9-b0c7-9d1df43daafa,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:16:23 UTC,José López,José López,SRID=4326;POINT(-98.2676258041 19.0056427428),19.0056427428,-98.2676258041,10:10,72-AX-6J,TUMSA,Delivery,Heavy duty truck,4,yes,"Bakery (bread, cookies, cakes, etc.)",2 Photos,10:30,Public parking lot,no,no,Side,1,1.0,no,no,2.0,no,no,3.0
207,e5083ea9-1726-4da7-bae0-86ed1cfbc192,"Private Road
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 16:13:01 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,SRID=4326;POINT(-98.267560852 19.005722126),19.005722126,-98.267560852,10:00,SJ-79-906,5,Sales & delivery,Pick-up,2,no,Produce (fruits & vegetables),1 Photo,10:35,Dedicated unloading area (Bay),no,no,Rear,0,4.0,no,no,2.0,no,no,3.0
208,ceee2028-433b-40c5-88b1-7260450b06bd,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72810
MX",2022-11-10 15:42:35 UTC,José López,José López,SRID=4326;POINT(-98.2673140057 19.0030170232),19.0030170232,-98.2673140057,09:48,IM-1424,San Pablo ,Delivery,Motorcycle,1,no,"Personal care (shampoo, soap, etc.)",1 Photo,09:49,Public parking lot,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
209,119a1eaf-2d72-4792-94dd-23451e9daaec,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72840
MX",2022-11-10 15:42:20 UTC,José López,José López,SRID=4326;POINT(-98.2668296994 19.0041137953),19.0041137953,-98.2668296994,09:36,SN-78-089,Tamales Don Ignacio ,Sales (usually small car or motorcycle),Pick-up,2,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,21:41,Public parking lot,no,no,Rear,0,1.0,no,no,2.0,no,no,3.0
210,819d757b-a60b-400b-b2ab-6d1d2a0d6775,"Avenida Triangulum
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 00:01:27 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.2490172869 19.0252949509),19.0252949509,-98.2490172869,15:59,5448CM,Pepsi,Delivery,Heavy duty truck,3,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,16:03,Street - next to the curbside,yes,no,Side,1,4.0,no,no,2.0,no,no,3.0
211,020550f6-8a3a-4778-a4b6-2bf4595b08a4,"521 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 00:01:26 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.2494395971 19.0269015047),19.0269015047,-98.2494395971,15:50,SN72248,5,Delivery,Pick-up,1,no,"Non-alcoholic beverages (water, soda, etc.)",1 Photo,15:51,Street - next to the curbside,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
212,bfd5eadb-d5e5-4499-95fe-c4d299588b38,"248 Calle Gustavo Díaz Ordaz
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 00:01:25 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.2498399168 19.0264634674),19.0264634674,-98.2498399168,15:44,97TFG1,5,Delivery,Motorcycle,1,no,"Dairy (milk, cheese, etc.)",2 Photos,15:46,On top of a sidewalk,yes,no,Side,0,4.0,no,no,2.0,no,no,3.0
213,9fe0f2da-28c4-4fe3-bb1b-574276e16560,"217 Calle Gustavo Díaz Ordaz
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-10 00:01:24 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.2499674405 19.0264441666),19.0264441666,-98.2499674405,15:38,5964A1,Rappi ,Sales & delivery,Motorcycle,1,no,"Bakery (bread, cookies, cakes, etc.)",2 Photos,15:40,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
214,59855240-c3e3-4ad1-b96e-0000978ace00,"4–1634 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-10 00:01:24 UTC,Leoncio Mora Díaz,Leoncio Mora Díaz,SRID=4326;POINT(-98.2490748167 19.0255766128),19.0255766128,-98.2490748167,15:19,XB55982,Compañía López ,Sales (usually small car or motorcycle),Light truck or Van,4,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,15:22,Street - next to the curbside,no,no,Side,0,4.0,no,no,2.0,no,no,3.0
215,d0b61140-d93b-4560-96a3-4e0e8b3e869a,"5509 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:01:18 UTC,José López,José López,SRID=4326;POINT(-98.2665612374 19.0039857829),19.0039857829,-98.2665612374,08:00,SJ-79-906,La sagrada (frutería),Delivery,Light truck or Van,2,no,Produce (fruits & vegetables),2 Photos,16:00,Store's garage,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
216,7b990a50-a423-44ec-b328-4b315c91c032,"59 Calle Rincón de París
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:01:17 UTC,José López,José López,SRID=4326;POINT(-98.2662437212 19.0041961042),19.0041961042,-98.2662437212,10:33,SN-70-192,Tudogar,Delivery,Heavy duty truck,3,no,Hardware store ,2 Photos,11:09,Public parking lot,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
217,afd0a431-073c-464f-8277-891031fe5ac8,"47 Calle Rincón de Londrés
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:01:17 UTC,José López,José López,SRID=4326;POINT(-98.2662340221 19.0041629876),19.0041629876,-98.2662340221,10:30,TWC-596-A,Acento Mexicano,Delivery,Light truck or Van,1,no,Flowers,2 Photos,11:00,Public parking lot,yes,no,Rear,1,4.0,no,no,2.0,yes,no,3.0
218,1e6230db-2501-40f8-b0b1-58ab4911acff,"47 Calle Rincón de Londrés
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:01:16 UTC,José López,José López,SRID=4326;POINT(-98.2662793322 19.0041721213),19.0041721213,-98.2662793322,10:18,NV-5302-A,Súper Boom,Delivery,Heavy duty truck,2,no,"Non-alcoholic beverages (water, soda, etc.)",2 Photos,10:40,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,yes,3.0
219,6f77004f-6644-4006-83cb-b9f733828c39,"500 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:01:16 UTC,José López,José López,SRID=4326;POINT(-98.2664003171 19.0046903643),19.0046903643,-98.2664003171,10:11,XE-4568-A,Magenta ,Delivery,Light truck or Van,1,yes,Flowers,1 Photo,10:40,Public parking lot,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
220,642c1e0e-7d94-420b-897a-5cb6706b29f9,"5509 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:01:15 UTC,José López,José López,SRID=4326;POINT(-98.2667735124 19.0039821755),19.0039821755,-98.2667735124,09:59,SP-35-196,Barcel ,Delivery,Light truck or Van,1,no,"Bakery (bread, cookies, cakes, etc.)",1 Photo,10:26,Public parking lot,no,no,Rear,1,4.0,no,no,2.0,no,no,3.0
221,db1d6420-489b-4485-af34-9d62051db63b,"500 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-10 00:01:14 UTC,José López,José López,SRID=4326;POINT(-98.2665526775 19.0044321818),19.0044321818,-98.2665526775,09:20,A-552AD,Fanasa,Delivery,SUV,2,yes,Fármacos ,2 Photos,09:27,Street - next to the curbside,no,no,Side,1,4.0,no,no,2.0,no,no,3.0
